BITS,ITERATIONS,COMPUTATION,VERIFICATION
512,0,0.013646919559687377,0.01129456689581275
4096,0,16.746886644884945,16.75922119121067
512,40960,3.663576899887994,0.021500490764155986
4096,40960,1179.9470365788322,9.336265825750306
512,20480,1.8767103655729442,0.019542219340801237
4096,20480,593.9395688853692,8.215702281016856
512,10240,0.9248320533894002,0.007818993730470538
4096,10240,306.8472248400096,13.582637632684783
512,30720,2.758006918989122,0.02168424416333437
4096,30720,896.8535493325442,18.435314899608493
512,5120,0.4670437390450388,0.013615452283993364
4096,5120,169.9197753264103,22.697885245867074
512,15360,1.3879370430484415,0.01129668090492487
4096,15360,449.25708512235434,10.10149450868368
512,25600,2.33941256897524,0.015117489844560622
4096,25600,748.7009695007466,17.42289403225295
512,35840,3.228151617804542,0.024080590568482874
4096,35840,1038.9495351123624,15.029443233981729
512,2560,0.250452197343111,0.022052150750532747
4096,2560,83.67701430860907,10.187985488856212
512,7680,0.6963629305362702,0.01564718528650701
4096,7680,225.72128905639983,6.040696701481938
512,12800,1.1554431206081062,0.012588297575712204
4096,12800,378.02722451719455,11.077616727091373
512,17920,1.6234344015829265,0.0200266233086586
4096,17920,522.0052343544085,8.543419062681496
512,23040,2.070028582541272,0.030134805580601096
4096,23040,678.0528023159598,14.549363325200975
512,28160,2.5251220191363246,0.018372445637360214
4096,28160,814.94150076597,9.937404756667092
512,33280,3.0427203648258,0.022577602583914995
4096,33280,954.9906195114366,4.708523213062436
512,38400,3.4587494609411804,0.02970505414530635
4096,38400,1118.628524865629,21.752070563500748
512,1280,0.12529760599136353,0.01058277189731598
4096,1280,56.72976424368098,20.21715613747947
512,3840,0.3541097378358245,0.010397797459736466
4096,3840,127.0446001952514,17.40077125603333
512,6400,0.5767650640569627,0.009462083401158452
4096,6400,195.0567530834116,12.218242260189728
512,8960,0.8201320172287524,0.0221000518463552
4096,8960,275.76664922502823,19.804349713912234
512,11520,1.0625236043706536,0.01760625249706209
4096,11520,343.99397552143785,14.961722227381543
512,14080,1.2630432554055004,0.015101750334724783
4096,14080,415.19146203040145,12.975804205248131
512,16640,1.5020217982120811,0.015130785033106805
4096,16640,484.2955728382338,8.703351016491652
512,19200,1.7587506855838,0.02239314283244312
4096,19200,552.6003853977658,3.24361598148942
512,21760,1.959153137402609,0.021483225459232928
4096,21760,641.9797862365842,19.732454585786908
512,24320,2.185476302821189,0.016525027360767126
4096,24320,708.529532200005,9.253440308384597
512,26880,2.401989371748641,0.017207340793684123
4096,26880,777.5549716753885,9.444791408004239
512,29440,2.65526385223493,0.019619420152157546
4096,29440,849.9896947028116,8.853769269157201
512,32000,2.8755847468040883,0.01796262212097645
4096,32000,923.9585568708368,9.889149352191016
512,34560,3.101594906952232,0.0208174926135689
4096,34560,1003.3689710518345,8.874004208222031
512,37120,3.3416220940183847,0.02289496106095612
4096,37120,1077.7239360253327,16.07643044726923
512,39680,3.54425361729227,0.022057632813230157
4096,39680,1141.0813455806115,5.94428591622971
